critic,country,org,movie_name,movie_director,movie_year,d1,d2,d1_url,direc_birthyear,birth_place,d_countries
Fernand Denis,Belgium,La Libre Belgique,Son of Saul ,László Nemes,2015.0,László Nemes,,/name/nm1841577/,1977.0,"Budapest, Hungary", Hungary
Fernand Denis,Belgium,La Libre Belgique,Nobody Knows ,Hirokazu Koreeda,2004.0,Hirokazu Koreeda,,/name/nm0466153/,1962.0,"Tokyo, Japan", Japan
Fernand Denis,Belgium,La Libre Belgique,Talk to Her ,Pedro Almodóvar,2002.0,Pedro Almodóvar,,/name/nm0000264/,1949.0,"Calzada de Calatrava, Ciudad Real, Castilla-La Mancha, Spain", Spain
Fernand Denis,Belgium,La Libre Belgique,Amores Perros ,Alejandro González Iñárritu,2000.0,Alejandro González Iñárritu,,/name/nm0327944/,1963.0,"Mexico City, Distrito Federal, Mexico", Mexico
Fernand Denis,Belgium,La Libre Belgique,Wild Tales ,Damián Szifrón,2014.0,Damián Szifrón,,/name/nm1167933/,1975.0,"Ramos Mejía, Buenos Aires, Argentina", Argentina
Fernand Denis,Belgium,La Libre Belgique,Eldorado ,Bouli Lanners,2008.0,Bouli Lanners,,/name/nm0099521/,1965.0,"Moresnet-Chapelle, Belgium", Belgium
Fernand Denis,Belgium,La Libre Belgique,Mommy ,Xavier Dolan,2014.0,Xavier Dolan,,/name/nm0230859/,1989.0,"Montreal, Quebec, Canada", Canada
Lindiwe Dovey,UK,University of London,The Stuart Hall Project ,John Akomfrah,2013.0,John Akomfrah,,/name/nm0015497/,,,
Lindiwe Dovey,UK,University of London,Uncle Boonmee Who Can Recall His Past Lives ,Apichatpong Weerasethakul,2010.0,Apichatpong Weerasethakul,,/name/nm0917405/,1970.0,"Bangkok, Thailand", Thailand
Lindiwe Dovey,UK,University of London,A Letter to Nelson Mandela ,Khalo Matabane,2013.0,Khalo Matabane,,/name/nm1988834/,,,
Lindiwe Dovey,UK,University of London,Waiting for Happiness ,Abderrahmane Sissako,2002.0,Abderrahmane Sissako,,/name/nm0803066/,1961.0,"Kiffa, Mauritania", Mauritania
Lindiwe Dovey,UK,University of London,Something Necessary ,Judy Kibinge,2013.0,Judy Kibinge,,/name/nm1834196/,,,
Lindiwe Dovey,UK,University of London,Moolaadé ,Ousmane Sembène,2004.0,Ousmane Sembène,,/name/nm0783733/,1923.0,"Ziguenchor, Casamance, Senegal", Senegal
Lindiwe Dovey,UK,University of London,Sembène! ,Samba Gadjigo and Jason Silverman,2015.0,Samba Gadjigo, Jason Silverman,/name/nm7046188/,,,
Lindiwe Dovey,UK,University of London,5 Broken Cameras ,Emad Burnat and Guy Davidi,2011.0,Emad Burnat, Guy Davidi,/name/nm4796818/,,,
Lindiwe Dovey,UK,University of London,Hooligan Sparrow ,Nanfu Wang,2016.0,Nanfu Wang,,/name/nm6811599/,,,
Lindiwe Dovey,UK,University of London,7 Letters ,"Boo Junfeng, Eric Khoo, Jack Neo, K. Rajagopal, Tan Pin Pin, Royston Tan and Kelvin Tong",2015.0,"Boo Junfeng, Eric Khoo, Jack Neo, K. Rajagopal, Tan Pin Pin, Royston Tan", Kelvin Tong, ,,,
Alonso Duralde,US,TheWrap,"Synecdoche, New York ",Charlie Kaufman,2008.0,Charlie Kaufman,,/name/nm0442109/,1958.0,"New York City, New York, USA", USA
Alonso Duralde,US,TheWrap,Brokeback Mountain ,Ang Lee,2005.0,Ang Lee,,/name/nm0000487/,1954.0,"Pingtung, Taiwan", Taiwan
Alonso Duralde,US,TheWrap,Weekend ,Andrew Haigh,2011.0,Andrew Haigh,,/name/nm0354091/,1973.0,"Harrogate, North Yorkshire, England, UK", UK
Alonso Duralde,US,TheWrap,"4 Months, 3 Weeks & 2 Days ",Cristian Mungiu,2007.0,Cristian Mungiu,,/name/nm0612816/,1968.0,"Iasi, Romania", Romania
Alonso Duralde,US,TheWrap,Spirited Away ,Hayao Miyazaki,2001.0,Hayao Miyazaki,,/name/nm0594503/,1941.0,"Tokyo, Japan", Japan
Alonso Duralde,US,TheWrap,How to Survive a Plague ,David France,2012.0,David France,,/name/nm0289800/,,,
Alonso Duralde,US,TheWrap,Talk to Her ,Pedro Almodóvar,2002.0,Pedro Almodóvar,,/name/nm0000264/,1949.0,"Calzada de Calatrava, Ciudad Real, Castilla-La Mancha, Spain", Spain
Alonso Duralde,US,TheWrap,American Splendor ,Robert Pulcini and Shari Springer Berman,2003.0,Robert Pulcini, Shari Springer Berman,/name/nm0700301/,1964.0,"New York City, New York, USA", USA
Alonso Duralde,US,TheWrap,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China
Alonso Duralde,US,TheWrap,Far From Heaven ,Todd Haynes,2002.0,Todd Haynes,,/name/nm0001331/,1961.0,"Los Angeles, California, USA", USA
Bilge Ebiri,US,The Village Voice,The Tree of Life ,Terrence Malick,2011.0,Terrence Malick,,/name/nm0000517/,1943.0,"Ottawa, Illinois, USA", USA
Bilge Ebiri,US,The Village Voice,Mad Max: Fury Road ,George Miller,2015.0,George Miller,,/name/nm0004306/,1945.0,"Chinchilla, Queensland, Australia", Australia
Bilge Ebiri,US,The Village Voice,25th Hour ,Spike Lee,2002.0,Spike Lee,,/name/nm0000490/,1957.0,"Atlanta, Georgia, USA", USA
Bilge Ebiri,US,The Village Voice,An Injury to One ,Travis Wilkerson,2002.0,Travis Wilkerson,,/name/nm1288933/,,,
Bilge Ebiri,US,The Village Voice,Love & Basketball ,Gina Prince-Bythewood,2000.0,Gina Prince-Bythewood,,/name/nm0697656/,1969.0,USA,USA
Bilge Ebiri,US,The Village Voice,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China
Bilge Ebiri,US,The Village Voice,Timbuktu ,Abderrahmane Sissako,2014.0,Abderrahmane Sissako,,/name/nm0803066/,1961.0,"Kiffa, Mauritania", Mauritania
Bilge Ebiri,US,The Village Voice,Once Upon a Time in Anatolia ,Nuri Bilge Ceylan,2011.0,Nuri Bilge Ceylan,,/name/nm0149196/,1959.0,"Istanbul, Turkey", Turkey
Bilge Ebiri,US,The Village Voice,It's Such a Beautiful Day ,Don Hertzfeldt,2012.0,Don Hertzfeldt,,/name/nm0381116/,1976.0,"Fremont, California, USA", USA
Bilge Ebiri,US,The Village Voice,Actress ,Robert Greene,2014.0,Robert Greene,,/name/nm1914992/,1976.0,"Charlotte, North Carolina, USA", USA
David Ehrlich,US,IndieWire,Lost in Translation ,Sofia Coppola,2003.0,Sofia Coppola,,/name/nm0001068/,1971.0,"New York City, New York, USA", USA
David Ehrlich,US,IndieWire,Carol ,Todd Haynes,2015.0,Todd Haynes,,/name/nm0001331/,1961.0,"Los Angeles, California, USA", USA
David Ehrlich,US,IndieWire,Yi Yi: A One and a Two ,Edward Yang,2000.0,Edward Yang,,/name/nm0945981/,1947.0,"Shanghai, China", China
David Ehrlich,US,IndieWire,Dancer in the Dark ,Lars von Trier,2000.0,Lars von Trier,,/name/nm0001885/,1956.0,"Copenhagen, Denmark", Denmark
David Ehrlich,US,IndieWire,Certified Copy ,Abbas Kiarostami,2010.0,Abbas Kiarostami,,/name/nm0452102/,1940.0,"Tehran, Iran", Iran
David Ehrlich,US,IndieWire,The Wind Rises ,Hayao Miyazaki,2013.0,Hayao Miyazaki,,/name/nm0594503/,1941.0,"Tokyo, Japan", Japan
David Ehrlich,US,IndieWire,World of Tomorrow ,Don Hertzfeldt,2015.0,Don Hertzfeldt,,/name/nm0381116/,1976.0,"Fremont, California, USA", USA
David Ehrlich,US,IndieWire,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,1946.0,"Missoula, Montana, USA", USA
David Ehrlich,US,IndieWire,35 Shots of Rum ,Claire Denis,2008.0,Claire Denis,,/name/nm0219136/,1946.0,"Paris, France", France
David Ehrlich,US,IndieWire,Girl Walk: All Day ,Jacob Krupnick,2011.0,Jacob Krupnick,,/name/nm4937026/,,,
Kate Erbland,US,IndieWire,Inside Llewyn Davis ,Joel and Ethan Coen,2013.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA
Kate Erbland,US,IndieWire,Almost Famous ,Cameron Crowe,2000.0,Cameron Crowe,,/name/nm0001081/,1957.0,"Palm Springs, California, USA", USA
Kate Erbland,US,IndieWire,Collateral ,Michael Mann,2004.0,Michael Mann,,/name/nm0000520/,1943.0,"Chicago, Illinois, USA", USA
Kate Erbland,US,IndieWire,Brooklyn ,John Crowley,2015.0,John Crowley,,/name/nm1259871/,1969.0,"Cork, Ireland", Ireland
Kate Erbland,US,IndieWire,Nightcrawler ,Dan Gilroy,2014.0,Dan Gilroy,,/name/nm0319659/,1959.0,"Santa Monica, California, USA", USA
Kate Erbland,US,IndieWire,Take Shelter ,Jeff Nichols,2011.0,Jeff Nichols,,/name/nm2158772/,1978.0,"Little Rock, Arkansas, USA", USA
Kate Erbland,US,IndieWire,Fantastic Mr Fox ,Wes Anderson,2009.0,Wes Anderson,,/name/nm0027572/,1969.0,"Houston, Texas, USA", USA
Kate Erbland,US,IndieWire,Senna ,Asif Kapadia,2010.0,Asif Kapadia,,/name/nm0438090/,,,
Kate Erbland,US,IndieWire,Frances Ha ,Noah Baumbach,2012.0,Noah Baumbach,,/name/nm0000876/,1969.0,"Brooklyn, New York City, New York, USA", USA
Kate Erbland,US,IndieWire,Dogtooth ,Yorgos Lanthimos,2009.0,Yorgos Lanthimos,,/name/nm0487166/,,,
Mario Espinosa,Cuba,Cinemateca de Cuba,A Pigeon Sat on a Branch Reflecting on Existence ,Roy Andersson,2014.0,Roy Andersson,,/name/nm0027815/,1943.0,"Gothenburg, Västra Götalands län, Sweden", Sweden
Mario Espinosa,Cuba,Cinemateca de Cuba,The Act of Killing ,Joshua Oppenheimer,2012.0,Joshua Oppenheimer,,/name/nm1484791/,1974.0,"Texas, USA", USA
Mario Espinosa,Cuba,Cinemateca de Cuba,Dogtooth ,Yorgos Lanthimos,2009.0,Yorgos Lanthimos,,/name/nm0487166/,,,
Mario Espinosa,Cuba,Cinemateca de Cuba,Katyn ,Andrzej Wajda,2007.0,Andrzej Wajda,,/name/nm0906667/,1926.0,"Suwalki, Podlaskie, Poland", Poland
Mario Espinosa,Cuba,Cinemateca de Cuba,3-Iron ,Kim Ki-duk,2004.0,Kim Ki-duk,,/title/tt1137972/,,,
Mario Espinosa,Cuba,Cinemateca de Cuba,Caché ,Michael Haneke,2005.0,Michael Haneke,,/name/nm0359734/,1942.0,"Munich, Bavaria, Germany", Germany
Mario Espinosa,Cuba,Cinemateca de Cuba,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,1946.0,"Missoula, Montana, USA", USA
Mario Espinosa,Cuba,Cinemateca de Cuba,The Congress ,Ari Folman,2013.0,Ari Folman,,/name/nm0284369/,1962.0,"Haifa, Israel", Israel
Mario Espinosa,Cuba,Cinemateca de Cuba,Sympathy for Mr Vengeance ,Park Chan-wook,2002.0,Park Chan-wook,,/name/nm0661791/,1963.0,"Seoul, South Korea", South Korea
Mario Espinosa,Cuba,Cinemateca de Cuba,"Synecdoche, New York ",Charlie Kaufman,2008.0,Charlie Kaufman,,/name/nm0442109/,1958.0,"New York City, New York, USA", USA
Joseph Fahim,Egypt,Freelance film critic,Yi Yi: A One and a Two ,Edward Yang,2000.0,Edward Yang,,/name/nm0945981/,1947.0,"Shanghai, China", China
Joseph Fahim,Egypt,Freelance film critic,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,1970.0,"Studio City, California, USA", USA
Joseph Fahim,Egypt,Freelance film critic,Boyhood ,Richard Linklater,2014.0,Richard Linklater,,/name/nm0000500/,1960.0,"Houston, Texas, USA", USA
Joseph Fahim,Egypt,Freelance film critic,Still Life ,Jia Zhangke,2006.0,Jia Zhangke,,/title/tt4092686/,,,
Joseph Fahim,Egypt,Freelance film critic,Archipelago ,Joanna Hogg,2010.0,Joanna Hogg,,/name/nm0389712/,1960.0,"London, England, UK", UK
Joseph Fahim,Egypt,Freelance film critic,The Headless Woman ,Lucrecia Martel,2008.0,Lucrecia Martel,,/name/nm0551506/,1966.0,"Salta, Argentina", Argentina
Joseph Fahim,Egypt,Freelance film critic,The Act of Killing ,Joshua Oppenheimer,2012.0,Joshua Oppenheimer,,/name/nm1484791/,1974.0,"Texas, USA", USA
Joseph Fahim,Egypt,Freelance film critic,Caché ,Michael Haneke,2005.0,Michael Haneke,,/name/nm0359734/,1942.0,"Munich, Bavaria, Germany", Germany
Joseph Fahim,Egypt,Freelance film critic,Divine Intervention ,Elia Suleiman,2002.0,Elia Suleiman,,/name/nm0837839/,1960.0,"Nazareth, Israel", Israel
Joseph Fahim,Egypt,Freelance film critic,Crimson Gold ,Jafar Panahi,2003.0,Jafar Panahi,,/name/nm0070159/,1960.0,"Mianeh, Azarbaijan Province, Iran", Iran
Devin Faraci,US,Birth.Movies.Death.,Zodiac ,David Fincher,2007.0,David Fincher,,/name/nm0000399/,1962.0,"Denver, Colorado, USA", USA
Devin Faraci,US,Birth.Movies.Death.,Inside Llewyn Davis ,Joel and Ethan Coen,2013.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA
Devin Faraci,US,Birth.Movies.Death.,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,1970.0,"Studio City, California, USA", USA
Devin Faraci,US,Birth.Movies.Death.,Spider-Man 2 ,Sam Raimi,2004.0,Sam Raimi,,/name/nm0000600/,1959.0,"Royal Oak, Michigan, USA", USA
Devin Faraci,US,Birth.Movies.Death.,Oldboy ,Park Chan-wook,2003.0,Park Chan-wook,,/name/nm0661791/,1963.0,"Seoul, South Korea", South Korea
Devin Faraci,US,Birth.Movies.Death.,Inglourious Basterds ,Quentin Tarantino,2009.0,Quentin Tarantino,,/name/nm0000233/,1963.0,"Knoxville, Tennessee, USA", USA
Devin Faraci,US,Birth.Movies.Death.,Frozen ,Chris Buck and Jennifer Lee,2013.0,Chris Buck, Jennifer Lee,/name/nm0118333/,1958.0,"Wichita, Kansas, USA", USA
Devin Faraci,US,Birth.Movies.Death.,25th Hour ,Spike Lee,2002.0,Spike Lee,,/name/nm0000490/,1957.0,"Atlanta, Georgia, USA", USA
Devin Faraci,US,Birth.Movies.Death.,Requiem for a Dream ,Darren Aronofsky,2000.0,Darren Aronofsky,,/name/nm0004716/,1969.0,"Brooklyn, New York City, New York, USA", USA
Devin Faraci,US,Birth.Movies.Death.,Shaun of the Dead ,Edgar Wright,2004.0,Edgar Wright,,/name/nm0942367/,1974.0,"Poole, Dorset, England, UK", UK
David Fear,US,Rolling Stone,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,1970.0,"Studio City, California, USA", USA
David Fear,US,Rolling Stone,"4 Months, 3 Weeks & 2 Days ",Cristian Mungiu,2007.0,Cristian Mungiu,,/name/nm0612816/,1968.0,"Iasi, Romania", Romania
David Fear,US,Rolling Stone,Yi Yi: A One and a Two ,Edward Yang,2000.0,Edward Yang,,/name/nm0945981/,1947.0,"Shanghai, China", China
David Fear,US,Rolling Stone,Shame ,Steve McQueen,2011.0,Steve McQueen,,/name/nm0000537/,1930.0,"Beech Grove, Indiana, USA", USA
David Fear,US,Rolling Stone,Boyhood ,Richard Linklater,2014.0,Richard Linklater,,/name/nm0000500/,1960.0,"Houston, Texas, USA", USA
David Fear,US,Rolling Stone,The Social Network ,David Fincher,2010.0,David Fincher,,/name/nm0000399/,1962.0,"Denver, Colorado, USA", USA
David Fear,US,Rolling Stone,Manchester by the Sea ,Kenneth Lonergan,2016.0,Kenneth Lonergan,,/name/nm0518836/,1962.0,"New York City, New York, USA", USA
David Fear,US,Rolling Stone,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,1946.0,"Missoula, Montana, USA", USA
David Fear,US,Rolling Stone,Head-On ,Fatih Akin,2004.0,Fatih Akin,,/name/nm0015359/,1973.0,"Hamburg, West Germany", West Germany
David Fear,US,Rolling Stone,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China
Scott Feinberg,US,The Hollywood Reporter,Sideways ,Alexander Payne,2004.0,Alexander Payne,,/name/nm0668247/,1961.0,"Omaha, Nebraska, USA", USA
Scott Feinberg,US,The Hollywood Reporter,The Social Network ,David Fincher,2010.0,David Fincher,,/name/nm0000399/,1962.0,"Denver, Colorado, USA", USA
Scott Feinberg,US,The Hollywood Reporter,"Synecdoche, New York ",Charlie Kaufman,2008.0,Charlie Kaufman,,/name/nm0442109/,1958.0,"New York City, New York, USA", USA
Scott Feinberg,US,The Hollywood Reporter,The Diving Bell and the Butterfly ,Julian Schnabel,2007.0,Julian Schnabel,,/name/nm0773603/,1951.0,"Brooklyn, New York, USA", USA
Scott Feinberg,US,The Hollywood Reporter,Dogville ,Lars von Trier,2003.0,Lars von Trier,,/name/nm0001885/,1956.0,"Copenhagen, Denmark", Denmark
Scott Feinberg,US,The Hollywood Reporter,Short Term 12 ,Destin Daniel Cretton,2013.0,Destin Daniel Cretton,,/name/nm2308774/,1978.0,"Maui, Hawaii, USA", USA
Scott Feinberg,US,The Hollywood Reporter,WALL-E ,Andrew Stanton,2008.0,Andrew Stanton,,/name/nm0004056/,1965.0,"Boston, Massachusetts, USA", USA
Scott Feinberg,US,The Hollywood Reporter,Blue Valentine ,Derek Cianfrance,2010.0,Derek Cianfrance,,/name/nm0161834/,1974.0,"Lakewood, Colorado, USA", USA
Scott Feinberg,US,The Hollywood Reporter,The Squid and the Whale ,Noah Baumbach,2005.0,Noah Baumbach,,/name/nm0000876/,1969.0,"Brooklyn, New York City, New York, USA", USA
Scott Feinberg,US,The Hollywood Reporter,A Serious Man ,Joel and Ethan Coen,2009.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA
Javier Porta Fouz,Argentina,La Nacion,Jersey Boys ,Clint Eastwood,2014.0,Clint Eastwood,,/name/nm0000142/,1930.0,"San Francisco, California, USA", USA
Javier Porta Fouz,Argentina,La Nacion,Moulin Rouge! ,Baz Luhrmann,2001.0,Baz Luhrmann,,/name/nm0525303/,1962.0,"New South Wales, Australia", Australia
Javier Porta Fouz,Argentina,La Nacion,Nine Queens ,Fabián Bielinsky,2000.0,Fabián Bielinsky,,/name/nm0081433/,1959.0,"Buenos Aires, Argentina", Argentina
Javier Porta Fouz,Argentina,La Nacion,Mia Madre ,Nanni Moretti,2015.0,Nanni Moretti,,/name/nm0604335/,1953.0,"Brunico, Trentino-Alto Adige, Italy", Italy
Javier Porta Fouz,Argentina,La Nacion,"Right Now, Wrong Then ",Hong Sang-soo,2015.0,Hong Sang-soo,,/name/nm0393254/,1960.0,"Seoul, Korea", Korea
Javier Porta Fouz,Argentina,La Nacion,Toy Story 3 ,Lee Unkrich,2010.0,Lee Unkrich,,/name/nm0881279/,1967.0,"Cleveland, Ohio, USA", USA
Javier Porta Fouz,Argentina,La Nacion,Mad Max: Fury Road ,George Miller,2015.0,George Miller,,/name/nm0004306/,1945.0,"Chinchilla, Queensland, Australia", Australia
Javier Porta Fouz,Argentina,La Nacion,Spirited Away ,Hayao Miyazaki,2001.0,Hayao Miyazaki,,/name/nm0594503/,1941.0,"Tokyo, Japan", Japan
Javier Porta Fouz,Argentina,La Nacion,Adventureland ,Greg Mottola,2009.0,Greg Mottola,,/name/nm0609549/,1964.0,"Dix Hills, Long Island, New York, USA", USA
Javier Porta Fouz,Argentina,La Nacion,Open Range ,Kevin Costner,2003.0,Kevin Costner,,/name/nm0000126/,1955.0,"Lynwood, California, USA", USA
Kenji Fujishima,US,Freelance film critic,The World ,Jia Zhangke,2004.0,Jia Zhangke,,/title/tt4092686/,,,
Kenji Fujishima,US,Freelance film critic,Profit Motive and the Whispering Wind ,John Gianvito,2007.0,John Gianvito,,/name/nm1072936/,,,
Kenji Fujishima,US,Freelance film critic,Inglourious Basterds ,Quentin Tarantino,2009.0,Quentin Tarantino,,/name/nm0000233/,1963.0,"Knoxville, Tennessee, USA", USA
Kenji Fujishima,US,Freelance film critic,Pulse ,Kiyoshi Kurosawa,2001.0,Kiyoshi Kurosawa,,/name/nm0475905/,1955.0,"Kobe, Japan", Japan
Kenji Fujishima,US,Freelance film critic,Syndromes and a Century ,Apichatpong Weerasethakul,2006.0,Apichatpong Weerasethakul,,/name/nm0917405/,1970.0,"Bangkok, Thailand", Thailand
Kenji Fujishima,US,Freelance film critic,In Jackson Heights ,Frederick Wiseman,2015.0,Frederick Wiseman,,/name/nm0936464/,1930.0,"Boston, Massachusetts, USA", USA
Kenji Fujishima,US,Freelance film critic,"Synecdoche, New York ",Charlie Kaufman,2008.0,Charlie Kaufman,,/name/nm0442109/,1958.0,"New York City, New York, USA", USA
Kenji Fujishima,US,Freelance film critic,Love Exposure ,Sion Sono,2008.0,Sion Sono,,/name/nm0814469/,1961.0,"Toyokawa, Aichi, Japan", Japan
Kenji Fujishima,US,Freelance film critic,The Tree of Life ,Terrence Malick,2011.0,Terrence Malick,,/name/nm0000517/,1943.0,"Ottawa, Illinois, USA", USA
Kenji Fujishima,US,Freelance film critic,Casino Royale ,Martin Campbell,2006.0,Martin Campbell,,/name/nm0132709/,1943.0,"Hastings, New Zealand", New Zealand
Ernesto Garratt,Chile,El Mercurio,Oldboy ,Park Chan-wook,2003.0,Park Chan-wook,,/name/nm0661791/,1963.0,"Seoul, South Korea", South Korea
Ernesto Garratt,Chile,El Mercurio,Children of Men ,Alfonso Cuarón,2006.0,Alfonso Cuarón,,/name/nm0190859/,1961.0,"Mexico City, Distrito Federal, Mexico", Mexico
Ernesto Garratt,Chile,El Mercurio,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,1946.0,"Missoula, Montana, USA", USA
Ernesto Garratt,Chile,El Mercurio,The Secret in Their Eyes ,Juan José Campanella,2009.0,Juan José Campanella,,/name/nm0002728/,1959.0,"Buenos Aires, Argentina", Argentina
Ernesto Garratt,Chile,El Mercurio,Sicario ,Denis Villeneuve,2015.0,Denis Villeneuve,,/name/nm0898288/,1967.0,"Trois-Rivières, Québec, Canada", Canada
Ernesto Garratt,Chile,El Mercurio,No ,Pablo Larraín,2012.0,Pablo Larraín,,/name/nm1883257/,1976.0,"Santiago, Chile", Chile
Ernesto Garratt,Chile,El Mercurio,Donnie Darko ,Richard Kelly,2001.0,Richard Kelly,,/name/nm0446819/,1975.0,"Newport News, Virginia, USA", USA
Ernesto Garratt,Chile,El Mercurio,Eternal Sunshine of the Spotless Mind ,Michel Gondry,2004.0,Michel Gondry,,/name/nm0327273/,1963.0,"Versailles, Seine-et-Oise [now Yvelines], France", France
Ernesto Garratt,Chile,El Mercurio,The Social Network ,David Fincher,2010.0,David Fincher,,/name/nm0000399/,1962.0,"Denver, Colorado, USA", USA
Ernesto Garratt,Chile,El Mercurio,Whiplash ,Damien Chazelle,2014.0,Damien Chazelle,,/name/nm3227090/,1985.0,"Providence, Rhode Island, USA", USA
Steven Gaydos,US,Variety,Ex Machina ,Alex Garland,2015.0,Alex Garland,,/name/nm0307497/,1970.0,"London, England, UK", UK
Steven Gaydos,US,Variety,Inside Out ,Pete Docter,2015.0,Pete Docter,,/name/nm0230032/,1968.0,"Bloomington, Minnesota, USA", USA
Steven Gaydos,US,Variety,Animal Kingdom ,David Michôd,2010.0,David Michôd,,/name/nm2391575/,,,
Steven Gaydos,US,Variety,Apocalypto ,Mel Gibson,2006.0,Mel Gibson,,/name/nm0000154/,1956.0,"Peekskill, New York, USA", USA
Steven Gaydos,US,Variety,Three Monkeys ,Nuri Bilge Ceylan,2008.0,Nuri Bilge Ceylan,,/name/nm0149196/,1959.0,"Istanbul, Turkey", Turkey
Steven Gaydos,US,Variety,WALL-E ,Andrew Stanton,2008.0,Andrew Stanton,,/name/nm0004056/,1965.0,"Boston, Massachusetts, USA", USA
Steven Gaydos,US,Variety,Listen to Me Marlon ,Stevan Riley,2015.0,Stevan Riley,,/name/nm2257147/,,,
Steven Gaydos,US,Variety,"4 Months, 3 Weeks & 2 Days ",Cristian Mungiu,2007.0,Cristian Mungiu,,/name/nm0612816/,1968.0,"Iasi, Romania", Romania
Steven Gaydos,US,Variety,Talladega Nights: The Ballad of Ricky Bobby ,Adam McKay,2006.0,Adam McKay,,/name/nm0570912/,1968.0,"Philadelphia, Pennsylvania, USA", USA
Steven Gaydos,US,Variety,Centochiodi ,Ermanno Olmi,2007.0,Ermanno Olmi,,/name/nm0647438/,1931.0,"Bergamo, Lombardy, Italy", Italy
Noah Gittell,US,Washington City Paper,United 93 ,Paul Greengrass,2006.0,Paul Greengrass,,/name/nm0339030/,1955.0,"Cheam, Surrey, England, UK", UK
Noah Gittell,US,Washington City Paper,Zodiac ,David Fincher,2007.0,David Fincher,,/name/nm0000399/,1962.0,"Denver, Colorado, USA", USA
Noah Gittell,US,Washington City Paper,Bridesmaids ,Paul Feig,2011.0,Paul Feig,,/name/nm0082450/,1962.0,"Mount Clemens, Michigan, USA", USA
Noah Gittell,US,Washington City Paper,WALL-E ,Andrew Stanton,2008.0,Andrew Stanton,,/name/nm0004056/,1965.0,"Boston, Massachusetts, USA", USA
Noah Gittell,US,Washington City Paper,Brooklyn ,John Crowley,2015.0,John Crowley,,/name/nm1259871/,1969.0,"Cork, Ireland", Ireland
Noah Gittell,US,Washington City Paper,The Look of Silence ,Joshua Oppenheimer,2014.0,Joshua Oppenheimer,,/name/nm1484791/,1974.0,"Texas, USA", USA
Noah Gittell,US,Washington City Paper,Punch-Drunk Love ,Paul Thomas Anderson,2002.0,Paul Thomas Anderson,,/name/nm0000759/,1970.0,"Studio City, California, USA", USA
Noah Gittell,US,Washington City Paper,12 Years a Slave ,Steve McQueen,2013.0,Steve McQueen,,/name/nm0000537/,1930.0,"Beech Grove, Indiana, USA", USA
Noah Gittell,US,Washington City Paper,Eternal Sunshine of the Spotless Mind ,Michel Gondry,2004.0,Michel Gondry,,/name/nm0327273/,1963.0,"Versailles, Seine-et-Oise [now Yvelines], France", France
Noah Gittell,US,Washington City Paper,We Need to Talk About Kevin ,Lynne Ramsay,2011.0,Lynne Ramsay,,/name/nm0708903/,1969.0,"Glasgow, Strathclyde, Scotland, UK", UK
Owen Gleiberman,US,Variety,Far From Heaven ,Todd Haynes,2002.0,Todd Haynes,,/name/nm0001331/,1961.0,"Los Angeles, California, USA", USA
Owen Gleiberman,US,Variety,Chuck & Buck ,Miguel Arteta,2000.0,Miguel Arteta,,/name/nm0037708/,,,
Owen Gleiberman,US,Variety,Gladiator ,Ridley Scott,2000.0,Ridley Scott,,/name/nm0000631/,1937.0,"South Shields, County Durham, England, UK", UK
Owen Gleiberman,US,Variety,The Century of the Self ,Adam Curtis,2002.0,Adam Curtis,,/name/nm0193231/,1955.0,"Dartford, Kent, England, UK", UK
Owen Gleiberman,US,Variety,Moulin Rouge! ,Baz Luhrmann,2001.0,Baz Luhrmann,,/name/nm0525303/,1962.0,"New South Wales, Australia", Australia
Owen Gleiberman,US,Variety,Munich ,Steven Spielberg,2005.0,Steven Spielberg,,/name/nm0000229/,1946.0,"Cincinnati, Ohio, USA", USA
Owen Gleiberman,US,Variety,Casino Royale ,Martin Campbell,2006.0,Martin Campbell,,/name/nm0132709/,1943.0,"Hastings, New Zealand", New Zealand
Owen Gleiberman,US,Variety,Lilya 4-Ever ,Lukas Moodysson,2002.0,Lukas Moodysson,,/name/nm0600546/,1969.0,"Malmö, Skåne län, Sweden", Sweden
